bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,lat,long,view,waterfront
3,1.75,2100,9066,1.0,3,8,47.4294,-122.292,0,0
3,2.5,1500,4445,2.0,3,8,47.5682,-122.005,0,0
3,1.5,1470,4480,1.0,4,7,47.6693,-122.291,0,0
3,2.0,1390,8250,1.0,3,7,47.3707,-122.094,0,0
4,1.0,1360,5500,1.5,3,7,47.6878,-122.285,0,0
3,1.0,1340,4284,1.0,3,7,47.6633,-122.324,0,0
4,1.75,1930,7650,1.0,4,8,47.3078,-122.386,0,0
2,1.0,940,5000,1.0,4,7,47.6879,-122.385,0,0
5,3.5,4320,40816,2.0,4,11,47.644,-122.185,0,0
4,2.5,3010,3120,2.5,3,8,47.5539,-121.996,2,0
3,1.5,1620,9310,1.0,4,7,47.3665,-122.107,0,0
4,2.0,1610,4770,1.0,4,7,47.5333,-122.381,0,0
3,2.5,1810,4332,2.0,3,8,47.5776,-121.996,0,0
3,2.0,2020,38332,1.0,4,7,47.4582,-122.023,0,0
4,2.5,2040,11841,2.0,3,7,47.3691,-122.074,0,0
3,1.0,1410,8174,1.0,3,8,47.4969,-122.178,0,0
3,2.5,2560,3600,2.0,3,9,47.632,-122.279,0,0
3,2.0,2080,5750,1.0,5,7,47.5791,-122.392,0,0
4,1.75,1570,3250,1.5,5,8,47.5405,-122.393,0,0
4,2.5,2800,5000,2.0,3,9,47.3596,-122.036,0,0
4,4.25,2360,57514,2.0,4,8,47.2843,-122.294,0,0
3,1.75,1000,8268,1.0,3,6,47.7417,-122.172,0,0
3,1.0,1400,7800,1.0,3,7,47.4789,-122.159,0,0
3,2.0,1840,3432,2.0,3,7,47.7368,-122.295,0,0
5,2.0,1590,9350,1.0,5,7,47.3398,-122.286,0,0
4,2.5,2320,7800,2.0,3,8,47.7738,-122.266,0,0
4,1.75,1240,4532,1.5,4,7,47.6892,-122.378,0,0
3,2.5,1920,9625,2.0,3,8,47.4876,-121.8,0,0
2,1.75,1550,6000,1.0,3,7,47.6712,-122.409,1,0
4,1.75,2260,7200,1.5,5,7,47.5122,-122.186,0,0
4,3.5,2260,30250,2.0,3,7,47.4493,-122.281,0,0
4,2.5,1960,11798,2.0,3,8,47.3293,-122.205,0,0
5,1.5,2050,9360,1.0,3,7,47.436,-122.195,0,0
2,1.0,930,12724,1.0,4,6,47.6567,-121.909,0,0
2,1.75,870,18537,1.0,4,6,47.275,-122.278,0,0
3,3.5,2460,14155,2.0,3,8,47.7743,-122.279,0,0
3,2.0,1920,7200,1.0,3,7,47.7703,-122.265,0,0
3,1.75,1530,7245,1.0,4,7,47.731,-122.191,0,0
4,1.0,1400,6739,1.0,3,7,47.5402,-122.298,0,0
4,2.5,3520,8095,2.0,3,9,47.7065,-122.109,0,0
3,2.75,2290,14810,1.0,5,7,47.5343,-122.185,0,0
3,3.0,2390,8993,2.0,3,8,47.3532,-122.306,0,0
4,2.5,2830,10954,2.0,3,8,47.5396,-121.882,0,0
3,1.0,1210,4872,1.0,4,6,47.5551,-122.273,0,0
4,1.75,1780,9794,1.0,3,7,47.7419,-122.073,0,0
3,2.75,2670,3738,1.0,3,10,47.5299,-122.203,0,0
3,3.0,2410,7479,2.0,3,7,47.7394,-122.288,2,0
3,2.5,1720,4515,2.0,3,7,47.5426,-121.879,0,0
4,3.5,3840,4000,2.0,3,8,47.6642,-122.291,0,0
6,2.0,2780,13950,2.5,4,7,47.3738,-122.226,0,0
4,2.5,2320,12042,1.0,4,7,47.763,-122.16,0,0
4,3.0,4370,217882,2.0,3,10,47.6573,-122.034,0,0
3,2.0,1360,5120,1.5,4,6,47.5587,-122.393,0,0
5,1.75,2110,8500,1.0,3,7,47.7737,-122.35,0,0
2,2.25,1560,1705,2.0,3,8,47.5482,-122.374,0,0
4,2.5,2570,5250,2.0,3,8,47.5763,-122.0,0,0
3,2.0,2120,4080,2.0,3,7,47.682,-122.037,0,0
3,2.5,1180,1262,3.0,3,8,47.6381,-122.375,0,0
2,1.0,1120,7797,1.0,3,6,47.4871,-122.22,0,0
3,1.5,2010,10100,1.0,4,7,47.4738,-122.266,0,0
2,1.0,1140,5100,1.0,3,7,47.5323,-122.383,0,0
5,2.5,3100,5374,2.5,4,9,47.6154,-122.283,0,0
4,2.5,3650,8354,1.0,3,9,47.6338,-122.072,4,1
4,2.75,2500,10330,1.0,4,8,47.7743,-122.286,0,0
3,2.5,1425,1179,3.0,3,8,47.6963,-122.318,0,0
3,2.0,1350,8587,1.0,3,7,47.2073,-122.012,0,0
4,3.0,2450,10117,1.0,5,8,47.5694,-122.132,0,0
5,3.5,3080,7759,2.0,3,8,47.7454,-121.977,0,0
4,2.5,2120,8448,2.0,4,9,47.5654,-122.01,0,0
3,1.75,1920,11340,1.0,4,7,47.3272,-122.362,0,0
4,3.0,4190,8805,2.5,5,9,47.6181,-122.284,2,0
3,1.5,2140,47743,1.5,3,9,47.5402,-122.365,0,0
2,1.0,1570,125452,1.0,4,7,47.2077,-122.016,3,0
4,2.25,2490,7233,1.0,3,8,47.3115,-122.396,0,0
3,2.5,1450,3850,2.0,3,7,47.5318,-121.85,0,0
3,1.5,1270,1483,3.0,3,8,47.6987,-122.317,0,0
3,1.0,920,4875,1.0,4,7,47.3623,-122.09,0,0
2,2.0,1680,4647,1.0,3,8,47.7088,-122.015,0,0
3,2.25,1440,7673,1.0,3,7,47.4034,-122.178,0,0
3,1.0,1010,7384,1.0,5,6,47.4905,-122.191,2,0
4,1.75,1760,7268,1.0,4,7,47.4267,-122.148,0,0
2,1.0,1100,27007,1.0,4,6,47.4471,-122.473,0,0
4,2.75,2700,7992,2.0,3,9,47.4831,-122.135,0,0
4,2.5,2460,9973,1.0,4,8,47.7133,-122.361,0,0
4,2.5,3110,5048,2.0,3,8,47.3782,-122.125,0,0
3,2.0,1810,7209,1.0,4,7,47.3656,-122.278,0,0
3,1.5,1090,8400,1.0,4,7,47.6219,-122.115,0,0
4,2.5,1954,4805,2.0,3,8,47.4297,-122.19,0,0
2,2.5,1050,1609,2.0,3,7,47.5854,-122.313,0,0
2,1.75,1400,4720,1.0,4,7,47.5705,-122.392,0,0
3,1.75,1360,10573,1.0,4,7,47.2983,-122.374,0,0
4,3.75,3520,3944,1.5,5,8,47.6424,-122.348,0,0
7,3.75,2310,5000,2.0,3,8,47.6781,-122.376,0,0
3,1.5,1070,8886,1.0,4,7,47.3516,-122.166,0,0
2,2.5,1278,987,2.0,3,7,47.5532,-122.381,0,0
4,3.75,3070,5850,2.0,5,9,47.633,-122.283,0,0
5,2.5,2170,2752,2.0,3,8,47.5167,-122.347,0,0
3,1.75,1690,13500,1.0,4,7,47.5897,-122.233,0,0
4,2.5,3170,3862,3.0,3,8,47.6705,-122.145,0,0
5,2.75,2860,5280,2.0,3,9,47.707,-122.102,0,0
3,2.5,1780,7192,1.0,4,7,47.4093,-122.173,0,0
3,1.0,1250,7920,1.0,4,7,47.4853,-122.126,0,0
3,1.75,1710,10800,1.0,4,7,47.7391,-122.241,0,0
3,1.0,1010,8581,1.0,4,6,47.3043,-122.216,0,0
3,1.0,1020,6903,1.0,3,7,47.571,-122.392,0,0
4,3.25,3569,8327,2.0,3,10,47.4595,-122.208,0,0
3,2.5,2810,5400,2.0,3,9,47.7065,-122.118,0,0
3,1.75,1420,7200,1.0,3,7,47.5069,-122.367,0,0
3,1.5,1960,8815,1.0,4,7,47.5765,-122.159,0,0
3,1.75,1900,10225,1.0,4,8,47.4781,-122.357,0,0
5,2.0,3370,5000,1.5,4,7,47.6373,-122.35,0,0
4,3.5,3560,7178,2.0,3,10,47.7054,-122.107,3,0
4,2.75,2050,7171,1.0,3,8,47.6194,-122.042,0,0
4,2.5,2560,5102,2.0,3,8,47.3404,-122.181,0,0
2,1.0,760,6407,1.0,3,6,47.4977,-122.259,0,0
4,2.5,2040,21781,2.0,3,8,47.6458,-121.904,0,0
4,1.75,2090,8164,1.0,4,8,47.6715,-122.155,0,0
3,2.5,2060,7658,2.0,3,8,47.2923,-122.36,0,0
3,1.75,1890,5000,1.0,3,7,47.3357,-122.175,0,0
2,1.0,670,7844,1.0,3,6,47.5165,-122.372,0,0
3,3.0,1520,1800,3.0,3,7,47.6822,-122.326,0,0
3,2.5,1490,1410,2.0,3,10,47.6478,-122.383,0,0
3,2.75,2800,9750,1.0,5,7,47.5862,-122.202,0,0
4,3.5,3500,4000,2.0,3,10,47.628,-122.299,0,0
4,1.0,1310,5200,1.5,3,6,47.5384,-122.37,0,0
3,1.0,940,10368,1.0,3,7,47.6608,-122.133,0,0
4,2.0,1750,7245,1.0,4,7,47.3164,-122.196,0,0
3,1.75,1970,8200,1.0,5,8,47.7602,-122.363,0,0
3,2.25,1950,8661,1.0,4,8,47.3127,-122.362,0,0
5,2.5,2350,14197,1.0,4,8,47.6005,-122.204,0,0
4,2.5,2890,7306,2.0,3,7,47.5447,-121.883,0,0
3,1.75,1230,7200,1.0,3,7,47.2881,-122.363,0,0
4,2.5,3860,5130,2.0,3,8,47.5387,-121.879,0,0
3,1.75,1410,5100,1.0,4,7,47.7026,-122.29,0,0
3,3.25,1370,913,2.0,3,8,47.5636,-122.388,0,0
5,3.5,3880,13885,2.0,4,9,47.5696,-122.156,3,0
2,1.75,1315,2162,2.0,4,8,47.752,-122.253,0,0
3,1.0,1060,5600,1.0,4,6,47.5116,-122.379,0,0
4,2.5,3580,97574,2.0,3,9,47.3901,-122.071,0,0
3,2.5,2242,4800,2.0,3,8,47.2581,-122.2,0,0
4,1.75,3080,6500,1.0,4,9,47.6353,-122.402,0,0
4,3.5,3360,9767,2.0,3,9,47.3047,-122.347,0,0
5,2.0,1930,9747,1.0,4,7,47.7743,-122.235,0,0
4,2.25,1750,10270,1.5,4,8,47.7612,-122.31,0,0
3,2.5,2280,7417,2.0,3,8,47.3557,-122.278,0,0
4,2.75,3780,10308,2.0,3,10,47.589,-121.983,0,0
4,2.5,1770,5000,2.0,3,7,47.3506,-122.006,0,0
3,2.25,2120,18500,2.0,4,8,47.3914,-122.169,0,0
3,1.0,960,10125,1.0,4,7,47.3335,-122.305,0,0
4,2.5,3420,6233,2.0,3,9,47.5416,-121.998,0,0
4,2.5,2980,10459,2.0,3,9,47.7354,-121.974,0,0
2,1.0,770,8149,1.0,5,6,47.7406,-122.302,0,0
3,2.75,1370,1193,3.0,3,8,47.67,-122.392,0,0
3,1.75,1580,3764,1.5,3,7,47.672,-122.397,0,0
3,1.5,1952,8613,1.0,4,7,47.3715,-122.29,0,0
3,2.5,2060,11231,2.0,3,8,47.7571,-122.141,0,0
3,2.5,2495,4400,2.0,3,8,47.288,-122.283,0,0
2,1.0,900,5413,1.0,3,7,47.7047,-122.307,0,0
3,1.5,850,2500,1.0,3,7,47.5677,-122.36,0,0
2,1.5,982,846,2.0,3,8,47.7034,-122.345,0,0
3,2.0,1910,11576,1.0,3,7,47.7356,-122.198,0,0
2,1.0,830,7609,1.0,3,6,47.5057,-122.348,0,0
3,2.0,1730,9030,1.0,4,7,47.5875,-122.134,0,0
3,1.75,1810,41800,1.0,5,7,47.4109,-121.958,0,0
3,1.75,2010,9417,1.0,4,8,47.373,-122.185,0,0
3,3.0,3250,5093,2.0,3,10,47.5123,-122.39,3,0
2,1.5,1540,6549,2.0,3,7,47.7189,-122.353,0,0
3,1.0,1280,2580,1.5,3,8,47.6727,-122.32,0,0
4,2.25,2710,38180,2.0,4,8,47.77,-122.097,0,0
3,2.0,2370,12196,2.0,4,7,47.6734,-122.176,0,0
4,1.75,2170,4600,1.0,3,7,47.6894,-122.384,0,0
3,1.0,1570,7727,1.0,4,8,47.4821,-122.192,2,0
3,2.25,1765,7652,2.0,3,7,47.3072,-122.328,0,0
4,2.0,1210,11100,1.0,4,7,47.5747,-122.145,0,0
4,2.5,2718,6197,2.0,3,8,47.3255,-122.164,0,0
3,3.0,2300,7701,1.0,3,7,47.5102,-122.18,0,0
4,2.5,2580,3436,2.0,3,8,47.6853,-122.21,0,0
3,2.0,1560,3200,1.5,3,7,47.6398,-122.356,0,0
4,2.5,2330,4606,2.0,3,8,47.3934,-122.184,0,0
4,2.0,2220,23750,1.0,3,7,47.7759,-122.214,0,0
4,2.5,2560,12760,1.0,4,7,47.6947,-122.303,0,0
3,1.0,1130,8100,1.5,3,6,47.4935,-122.306,0,0
3,2.0,2740,23505,2.0,3,10,47.319,-122.26,4,0
3,1.5,1560,9350,1.0,4,7,47.6729,-122.148,0,0
3,1.0,1590,4600,1.5,4,7,47.6807,-122.399,0,0
3,2.0,1200,9566,1.0,3,7,47.2649,-122.252,0,0
5,3.25,3160,10000,2.0,4,8,47.52,-122.047,0,0
3,1.0,990,10125,1.0,3,7,47.3422,-122.089,0,0
3,2.25,1670,5004,2.0,3,8,47.5688,-122.017,0,0
2,1.0,1290,3383,2.0,3,7,47.6968,-122.025,0,0
4,2.5,2370,10083,2.0,5,8,47.6715,-122.166,0,0
4,2.0,2030,9300,1.0,4,8,47.6658,-122.149,0,0
3,2.25,1660,3478,1.5,4,7,47.6773,-122.372,0,0
6,2.5,3820,53173,1.0,4,9,47.5209,-122.052,0,0
2,1.0,1210,7140,1.5,3,6,47.7225,-122.349,0,0
4,4.0,4000,9309,2.0,3,9,47.5421,-121.888,0,0
3,1.0,1000,9450,1.0,3,6,47.4562,-122.193,0,0
3,2.5,1830,7062,2.0,3,7,47.2895,-122.352,0,0
4,2.75,2940,4232,2.0,3,9,47.5529,-121.99,0,0
3,1.75,1640,10123,1.0,3,8,47.7698,-122.167,0,0
4,2.5,1700,6675,2.0,3,7,47.3638,-122.053,0,0
3,2.5,2750,37096,2.0,3,9,47.3732,-122.023,0,0
4,2.5,3100,7807,2.0,3,9,47.7151,-122.227,0,0
4,2.5,2440,5088,2.0,3,7,47.5406,-121.889,0,0
3,1.0,1330,6900,1.0,3,7,47.3033,-122.381,0,0
3,1.75,1510,5200,1.0,4,7,47.6864,-122.365,0,0
2,1.0,960,223898,1.0,3,6,47.6668,-121.892,0,0
3,2.0,1490,1286,3.0,3,8,47.57,-122.288,0,0
4,2.5,2570,7221,1.0,4,8,47.6921,-122.387,0,0
4,2.5,3220,9328,2.0,3,8,47.7273,-121.958,0,0
4,2.5,3980,16304,1.0,3,10,47.639,-122.21,1,0
5,2.75,2920,11880,1.0,5,8,47.5133,-122.031,0,0
4,2.0,2610,14321,1.5,4,6,47.4672,-122.296,0,0
4,2.5,1540,1994,2.0,3,8,47.5526,-121.999,0,0
4,2.5,2230,14694,1.0,4,7,47.6305,-122.034,0,0
4,2.75,2890,16397,2.0,3,10,47.7102,-122.072,0,0
2,1.0,860,5160,1.0,4,7,47.6823,-122.388,0,0
4,2.5,2410,7140,2.0,3,8,47.6329,-122.021,0,0
3,2.5,2480,6180,2.0,3,9,47.4044,-122.208,0,0
5,3.25,3660,11995,2.0,3,10,47.5337,-121.86,2,0
5,3.5,2760,3846,2.5,3,8,47.5047,-122.17,0,0
5,1.5,2830,4000,2.5,4,8,47.5132,-122.262,0,0
3,1.75,1610,8613,1.0,5,7,47.6527,-122.195,0,0
3,2.5,1470,3976,2.0,3,7,47.526,-121.826,0,0
4,1.5,1660,6617,1.0,5,7,47.739,-122.323,0,0
3,1.0,2130,3825,1.5,3,7,47.5506,-122.281,0,0
3,2.0,2130,5000,1.5,5,7,47.6746,-122.362,0,0
4,1.0,1210,6000,1.5,3,7,47.5026,-122.234,2,0
3,1.75,1580,19998,1.0,4,7,47.3299,-122.046,0,0
3,3.75,1580,1303,2.0,3,8,47.5875,-122.315,0,0
3,1.75,2390,11242,1.0,3,7,47.7759,-122.272,0,0
3,1.75,2320,55847,1.0,4,8,47.3121,-122.253,2,0
3,1.0,1290,3880,1.5,4,7,47.6879,-122.392,0,0
3,2.5,2329,5720,2.0,3,8,47.362,-122.2,0,0
3,2.5,2560,35265,2.0,3,9,47.7354,-122.095,0,0
2,1.0,900,5000,1.0,3,7,47.6883,-122.395,0,0
2,1.0,930,6098,1.0,4,6,47.5289,-122.03,0,0
1,1.25,1810,5070,1.5,4,8,47.5814,-122.081,4,1
4,2.5,2623,7184,2.0,3,8,47.259,-122.202,0,0
3,2.5,1260,895,3.0,3,7,47.7072,-122.336,0,0
3,2.25,1780,10395,1.0,3,8,47.4539,-122.15,0,0
2,1.0,1480,5325,1.0,4,7,47.2079,-121.993,0,0
5,2.5,2620,12763,1.0,3,7,47.72,-122.213,0,0
3,1.75,1650,10250,1.0,5,8,47.6118,-122.169,0,0
3,2.5,2240,10800,2.0,3,8,47.7433,-122.229,0,0
3,2.5,2560,9825,2.0,4,9,47.5497,-122.145,0,0
3,1.5,1860,8505,1.0,4,7,47.3106,-122.365,0,0
3,2.5,2780,6000,2.0,3,9,47.4569,-122.118,0,0
3,1.5,1560,20251,1.0,5,7,47.619,-122.054,0,0
4,2.5,3460,9699,2.0,3,10,47.637,-122.04,0,0
2,1.0,930,6380,1.0,4,7,47.6915,-122.321,0,0
4,2.5,2020,5100,2.0,3,7,47.2822,-122.357,0,0
3,2.25,1360,1041,2.0,3,8,47.6925,-122.375,0,0
3,2.0,2540,7200,1.5,4,8,47.5972,-122.292,3,0
3,2.5,3000,8250,1.0,4,8,47.6191,-122.112,0,0
3,1.75,1790,7679,1.0,4,7,47.7442,-122.338,0,0
4,2.75,2610,9426,1.0,3,7,47.4435,-122.279,0,0
3,2.5,2490,4904,2.0,3,9,47.5451,-122.014,0,0
5,3.0,3670,10583,1.0,5,8,47.7589,-122.277,0,0
4,2.5,2470,6116,1.0,3,7,47.3792,-122.047,0,0
4,2.5,2440,14470,1.0,4,9,47.6401,-122.168,0,0
4,3.5,2870,3225,2.0,3,9,47.5009,-122.225,3,0
4,1.75,1570,9670,1.0,3,7,47.7432,-122.248,0,0
3,3.5,3390,10078,2.0,3,10,47.537,-122.185,0,0
4,2.5,3010,9155,2.0,3,9,47.3542,-122.027,0,0
3,1.0,1250,7300,1.0,4,7,47.6032,-122.125,0,0
5,3.25,2820,6589,1.5,3,7,47.5357,-122.273,0,0
3,1.5,1710,5120,2.0,4,7,47.6801,-122.305,0,0
3,1.75,1660,4800,1.0,3,7,47.5734,-122.412,0,0
5,3.5,5000,26540,2.0,3,10,47.5665,-122.21,3,0
3,2.0,1680,8080,1.0,3,8,47.6168,-122.045,0,0
3,2.5,2040,15463,1.0,3,8,47.3334,-122.322,0,0
4,2.0,1820,8400,1.0,5,7,47.7615,-122.329,0,0
4,3.0,2580,9601,2.0,4,7,47.3726,-122.433,0,0
3,1.75,1460,6360,1.0,3,7,47.5311,-122.353,2,0
3,1.75,1010,6552,1.0,3,7,47.375,-122.117,0,0
3,1.75,2060,3300,2.0,4,9,47.6498,-122.32,0,0
4,2.25,1770,7000,1.0,5,7,47.7193,-122.218,0,0
3,1.0,1560,8100,1.0,4,8,47.7261,-122.364,0,0
4,2.5,2030,4080,1.5,4,8,47.6753,-122.311,0,0
4,1.75,2720,7810,1.0,3,8,47.6788,-122.283,0,0
3,2.75,1300,14197,1.0,3,7,47.3652,-122.183,0,0
3,3.0,2900,11769,2.0,3,10,47.6993,-122.118,0,0
3,2.0,1770,6000,1.0,3,7,47.5644,-122.29,3,0
4,2.25,2000,3672,2.0,5,7,47.6769,-122.383,0,0
4,2.25,2200,6750,1.0,5,8,47.5215,-122.202,0,0
2,2.5,1150,2064,2.0,3,7,47.3516,-122.292,0,0
2,1.0,1570,4400,1.5,4,8,47.6112,-122.293,0,0
4,2.5,1980,5400,2.0,3,8,47.5182,-122.207,0,0
4,1.75,2290,4400,1.0,3,7,47.5698,-122.375,3,0
3,2.25,2930,7005,3.0,3,9,47.6763,-122.404,2,0
3,2.5,1610,3516,2.0,3,8,47.4491,-122.188,0,0
3,1.0,1120,32250,1.0,4,6,47.447,-122.482,0,0
3,1.5,1430,8960,1.0,4,6,47.4759,-122.349,0,0
4,3.0,1490,6766,1.5,5,7,47.5446,-122.382,1,0
2,2.5,1950,2457,3.0,3,8,47.5925,-122.302,0,0
6,2.5,3596,13700,1.0,5,8,47.4388,-122.339,0,0
4,3.75,2930,3200,1.5,5,9,47.643,-122.359,0,0
2,1.75,1350,4023,1.0,3,7,47.3493,-122.023,0,0
4,1.75,2100,3000,1.5,4,7,47.6721,-122.329,0,0
3,1.0,1520,9507,1.0,3,7,47.7162,-122.324,0,0
3,1.75,2700,5040,1.0,3,8,47.5834,-122.29,2,0
4,2.5,2740,33158,2.0,3,9,47.3333,-122.074,0,0
3,2.5,4190,9624,2.0,3,10,47.5642,-122.127,0,0
2,1.0,1010,5000,1.5,4,6,47.6692,-122.297,0,0
4,2.5,3720,35000,2.0,3,10,47.7582,-122.13,0,0
2,1.0,920,5250,1.0,4,6,47.5177,-122.266,0,0
4,2.5,2710,35009,2.0,3,9,47.4815,-121.714,2,0
3,1.0,980,9135,1.0,3,7,47.3496,-122.289,0,0
3,2.25,1590,9200,1.0,4,7,47.2917,-122.184,0,0
2,2.5,1790,5400,2.0,4,8,47.6606,-122.128,0,0
2,2.75,1310,1268,3.5,3,8,47.6534,-122.355,0,0
5,2.5,3000,7912,1.0,3,9,47.6765,-122.175,0,0
4,1.0,1200,7200,1.5,3,6,47.4951,-122.248,0,0
3,1.0,1270,4000,1.5,3,7,47.5695,-122.376,2,0
3,2.25,2120,13090,1.0,3,8,47.296,-122.219,0,0
1,1.0,970,7639,1.0,4,5,47.4655,-122.346,0,0
3,2.25,1584,2800,2.0,3,7,47.3454,-122.214,0,0
4,2.75,2020,8093,1.0,5,7,47.7685,-122.332,0,0
3,1.5,1860,7963,1.0,3,7,47.4513,-122.268,0,0
2,1.0,780,4200,1.0,3,6,47.5381,-122.267,0,0
7,4.25,4670,23115,2.0,3,11,47.6183,-122.227,2,0
3,1.75,1550,1905,2.0,3,7,47.4331,-122.195,0,0
2,1.0,1500,18540,1.0,3,8,47.4727,-122.281,0,0
2,1.5,1180,1722,2.0,3,8,47.5626,-122.384,0,0
3,2.5,2250,7294,2.0,3,8,47.2636,-122.212,0,0
3,1.0,1200,9668,1.0,5,6,47.3156,-122.128,0,0
5,4.25,4110,42755,2.0,3,10,47.3375,-122.337,2,0
3,1.0,1400,4980,1.0,3,6,47.7041,-122.34,0,0
3,1.0,1140,9639,1.0,4,7,47.3112,-122.265,0,0
4,2.0,1960,5008,1.0,3,6,47.5958,-122.299,0,0
2,1.75,1490,9874,1.0,4,7,47.6246,-122.199,0,0
3,2.5,1320,955,3.0,3,7,47.5202,-122.357,0,0
4,2.75,2280,15347,1.0,5,7,47.5218,-122.164,0,0
3,2.25,1890,7200,1.0,4,7,47.7156,-122.317,0,0
3,1.5,1890,9450,1.0,3,7,47.4829,-122.341,0,0
3,1.75,1920,7400,1.0,4,8,47.5633,-122.131,0,0
3,2.25,2210,5742,1.0,3,8,47.6891,-122.318,0,0
2,1.0,720,7500,1.0,3,6,47.5185,-122.392,2,0
4,2.25,3330,21785,2.0,3,9,47.4725,-122.136,0,0
3,1.0,1090,6710,1.5,5,5,47.3066,-122.217,0,0
3,2.25,2430,7614,1.5,3,8,47.5065,-122.191,0,0
3,3.25,3800,13995,2.0,3,9,47.7741,-122.203,3,0
4,2.25,2170,4080,2.0,3,7,47.6124,-122.293,0,0
3,3.25,2330,4000,1.0,3,10,47.5882,-122.295,2,0
3,2.75,1160,1073,2.0,3,7,47.5788,-122.315,0,0
3,1.5,1100,8140,1.0,4,7,47.5004,-122.162,0,0
3,2.25,1880,100623,1.5,3,8,47.5342,-121.883,0,0
2,1.0,1450,7098,1.0,3,7,47.63,-122.349,4,0
4,1.75,1840,10720,1.0,3,7,47.6074,-122.125,0,0
3,2.5,2480,37843,1.5,4,8,47.4003,-122.422,3,1
3,2.5,2300,27566,2.0,3,9,47.7369,-121.96,0,0
4,2.5,3560,13981,2.0,3,10,47.6002,-121.98,0,0
3,1.75,1600,14250,1.0,3,7,47.3272,-122.355,0,0
6,2.75,3040,36721,1.0,4,9,47.4488,-122.356,3,0
3,2.5,2780,275033,1.0,3,10,47.4496,-121.766,0,0
2,2.0,1651,18200,1.0,3,6,47.4621,-122.461,0,0
3,2.75,2810,18731,2.0,4,10,47.6361,-122.093,4,1
3,2.5,2210,8622,2.0,3,8,47.5715,-122.02,0,0
3,1.0,1270,6612,1.5,3,7,47.5433,-122.264,3,0
4,1.75,2550,39460,1.0,3,8,47.7707,-122.123,0,0
3,1.5,1170,11530,1.0,3,7,47.4211,-122.29,0,0
4,2.25,1790,7311,2.0,3,7,47.5055,-122.189,0,0
5,2.5,2690,5557,2.0,3,7,47.4914,-122.253,0,0
5,2.25,3200,20158,1.0,3,8,47.6303,-122.215,0,0
4,2.5,2160,9750,2.0,3,8,47.7438,-122.246,0,0
3,1.75,1330,7500,1.0,3,8,47.6074,-122.195,0,0
4,1.75,1940,7500,1.0,4,7,47.3736,-122.215,0,0
4,2.0,1760,7700,1.0,4,7,47.3299,-122.318,0,0
3,2.5,1680,5000,2.0,3,8,47.3196,-122.395,0,0
2,1.5,1084,3427,2.0,3,7,47.7117,-122.326,0,0
2,2.5,980,1020,3.0,3,8,47.6844,-122.387,0,0
3,2.5,2770,10773,2.0,3,9,47.5754,-122.12,2,0
3,2.25,2370,38639,1.0,3,8,47.771,-122.099,0,0
3,1.0,1500,4500,1.0,3,7,47.6873,-122.385,0,0
2,1.5,1480,3120,1.0,3,7,47.6684,-122.323,0,0
4,2.5,2530,9933,2.0,3,8,47.2654,-122.216,2,0
3,4.0,4160,31796,2.0,3,11,47.6635,-122.017,0,0
2,1.0,900,6400,1.0,5,6,47.2113,-121.992,0,0
3,2.5,2370,4200,2.0,3,8,47.3696,-122.018,0,0
4,2.5,2770,9798,2.0,4,9,47.562,-122.081,0,0
4,3.5,4540,19767,2.0,3,11,47.5445,-122.137,0,0
3,1.75,1620,3360,1.0,5,7,47.6886,-122.361,0,0
4,2.0,1470,7000,1.0,4,8,47.3742,-122.289,0,0
3,1.75,1180,4000,1.0,3,7,47.5226,-122.284,0,0
3,1.75,1820,22320,1.0,3,7,47.6441,-121.96,0,0
5,2.75,3460,7977,2.0,3,9,47.5908,-122.062,0,0
3,2.5,1650,3436,2.0,3,7,47.6819,-122.036,0,0
5,2.5,2360,11375,1.0,4,7,47.4875,-122.255,0,0
2,1.0,1000,4950,1.0,3,7,47.5671,-122.394,0,0
5,3.0,2230,6551,1.0,3,7,47.487,-122.32,0,0
3,1.75,2000,8400,1.5,4,8,47.7535,-122.334,0,0
4,2.5,2170,14024,2.0,3,8,47.7346,-121.97,0,0
3,1.75,1890,32340,1.5,3,8,47.4137,-122.439,3,0
3,2.25,1450,4050,2.0,3,7,47.367,-122.019,0,0
3,2.0,1990,3000,1.5,3,7,47.6272,-122.29,0,0
3,1.25,2350,6200,1.0,4,7,47.5979,-122.135,0,0
4,2.25,2840,31720,1.0,3,8,47.7505,-122.375,0,0
2,1.0,880,4814,1.0,4,5,47.3107,-121.999,0,0
5,2.5,2620,8050,1.0,3,8,47.6919,-122.115,0,0
4,1.0,1260,7800,1.5,3,7,47.7334,-122.307,0,0
4,2.5,3320,11901,2.0,5,9,47.554,-122.16,0,0
3,2.5,1800,3168,2.0,3,8,47.5342,-121.841,0,0
2,2.5,1570,1268,3.0,3,7,47.534,-122.365,0,0
4,2.5,3370,4934,2.0,3,9,47.3562,-122.022,0,0
3,1.0,1080,4120,1.0,3,7,47.6771,-122.319,0,0
4,2.5,2090,6906,2.0,4,8,47.5718,-121.996,0,0
2,1.0,900,1818,2.0,4,7,47.6485,-122.397,0,0
3,2.5,2540,40106,2.0,3,10,47.6037,-122.043,0,0
3,1.75,1850,7684,1.0,3,8,47.2975,-122.37,0,0
2,1.0,700,5940,1.0,3,7,47.7289,-122.337,0,0
4,2.5,3190,38119,2.0,3,9,47.6698,-122.044,0,0
